indexe,proj_id,coup_de_coeur
617,9710,0
618,9743,0
619,9750,0
620,9762,0
621,9765,0
622,7509,0
623,9578,0
624,9883,1
625,9893,0
626,9905,0
627,9908,0
628,9909,0
629,9887,0
630,9845,0
631,9749,0
632,9601,1
633,9871,0
634,9482,1
635,9940,0
636,9094,1
637,10039,0
638,9880,0
639,9693,0
640,9753,0
641,9879,0
642,10075,0
643,9455,0
644,10101,0
645,9929,1
646,10064,1
647,10067,1
648,9992,0
649,10109,0
650,10168,0
651,9468,1
652,6676,1
653,9004,0
654,10037,1
655,10239,1
656,10211,0
657,7735,0
658,10102,0
659,9997,0
660,10298,0
661,10334,0
662,10297,1
663,10236,0
664,10392,1
665,10262,0
666,10367,0
667,10083,1
668,9525,0
669,10353,1
670,5891,0
671,6851,0
672,10438,1
673,10517,0
674,10514,0
675,10304,0
676,10600,0
677,10603,1
678,9862,0
679,8935,0
680,10686,0
681,10729,0
682,10680,0
683,10738,0
684,10355,1
685,10619,0
686,10764,0
687,8318,0
688,10775,0
689,10798,0
690,10546,1
691,10218,0
692,5440,0
693,10825,0
694,10842,0
695,9406,0
696,10076,0
697,10195,0
698,10824,0
699,10618,0
700,10921,0
701,9799,1
702,10881,0
703,10300,0
704,10903,1
705,10791,1
706,10889,0
707,10844,0
708,10975,0
709,10948,0
710,10980,0
711,11040,0
712,11036,0
713,10811,0
714,11048,0
715,11017,0
716,11002,0
717,11076,1
718,11010,1
719,10524,0
720,11091,0
721,10766,1
722,11100,1
723,11122,0
724,11134,0
725,9214,0
726,11070,0
727,11087,0
728,11082,0
729,11228,0
730,11247,0
731,11258,0
732,11263,0
733,11164,0
734,11045,1
735,11211,0
736,10447,0
737,11039,1
738,11286,0
739,11339,1
740,11352,1
741,11284,0
742,11180,0
744,11378,0
745,11411,1
746,11253,0
747,10333,0
748,11121,0
749,11054,0
750,11200,0
751,11516,0
752,11487,1
753,10685,0
754,10744,0
755,11362,0
756,11545,0
757,11233,0
758,11632,0
759,11556,0
760,7610,0
761,11631,0
762,9023,1
763,11530,0
764,11568,0
765,11675,0
766,11771,0
767,11733,1
768,11822,0
769,11825,1
770,11583,1
771,9612,0
772,11897,0
773,11777,0
774,11921,0
775,11877,0
776,11930,0
777,11063,0
778,11681,0
779,12012,1
780,11896,0
781,12050,0
782,12047,0
783,11402,0
784,10940,0
785,11691,1
786,12194,0
787,11774,0
788,12248,0
789,11543,0
790,12198,0
791,12274,0
792,10623,1
793,11844,0
794,12270,0
795,12141,0
796,12428,0
797,12202,0
798,12026,0
799,11657,0
800,12366,1
801,12412,0
802,12114,0
803,12338,0
804,11861,1
805,12456,0
806,12185,0
807,12307,0
808,12628,0
809,12487,0
810,12600,0
811,12650,0
812,12598,0
813,12223,0
814,12110,1
815,12102,0
816,12254,0
817,12725,0
818,12705,1
819,12465,0
820,12595,1
821,11992,0
822,11083,0
823,11662,0
824,7936,0
825,11521,1
826,12615,0
827,12367,0
828,12942,0
829,12980,0
830,12813,0
831,13014,0
832,12900,0
833,12726,1
834,13093,1
835,12849,0
836,12873,0
837,13127,0
838,12386,0
839,13190,0
840,13142,0
841,13212,0
842,13272,0
843,13136,0
844,13327,0
845,12014,1
846,1257,1
847,13024,0
848,13459,1
849,8946,1
850,11181,1
851,13444,0
852,13458,0
853,13265,0
854,13291,0
855,13578,1
856,12955,1
857,13638,0
858,13640,0
859,13625,0
860,12756,0
861,13049,0
862,13774,0
863,13783,0
864,13824,0
865,13829,0
866,13820,0
867,13675,0
868,13823,1
869,13423,1
870,13786,0
871,11327,0
872,13664,0
873,13924,0
874,13927,0
875,12418,0
876,13568,1
877,11848,0
878,13771,0
879,13722,0
880,13957,0
881,13960,0
882,13956,0
883,13912,0
884,9886,0
885,13872,0
886,14062,0
887,14100,0
888,13680,0
889,13920,0
890,13921,0
891,14040,0
892,13651,0
893,14008,0
894,13499,0
895,12448,1
896,14042,0
897,13890,0
898,12267,0
899,14215,0
900,14279,1
901,13788,0
902,14397,0
903,5488,0
904,12669,0
905,14351,0
906,14451,0
907,14405,0
908,14458,0
909,13063,0
910,12742,1
911,14395,0
912,11990,0
913,14487,1
914,14137,0
915,13832,0
916,14500,0
917,14521,0
918,14560,0
919,14526,1
920,14565,1
921,14210,0
922,14474,0
923,14285,0
924,14426,0
925,14288,1
926,14237,0
927,14511,1
928,12063,0
929,14519,0
930,14622,0
931,14077,1
932,14528,0
933,13953,0
934,14657,0
935,12345,1
936,13840,0
937,14650,1
938,14826,0
939,14852,1
940,14148,1
941,13567,0
942,10653,0
943,14714,0
944,14512,0
945,12353,0
946,14934,0
947,14539,0
948,13481,1
949,14930,0
950,14477,1
951,14846,0
952,13319,0
953,14256,0
954,14672,0
955,15045,0
956,15058,0
957,15081,0
958,15000,0
959,10858,1
960,14845,0
961,15070,0
962,11999,0
963,15071,0
964,15055,0
965,13831,0
966,14909,0
967,15243,0
968,15282,0
969,12442,1
970,14561,1
971,15044,0
972,15365,1
973,12644,0
974,10974,0
975,15465,1
976,15494,0
977,15167,0
978,15516,1
979,15520,0
980,11221,0
981,14569,0
982,14859,1
983,15457,1
984,14153,1
985,15547,0
986,15652,0
987,12564,1
988,15506,0
989,15641,0
990,14783,0
991,15790,0
992,15847,0
993,12939,1
994,15887,1
995,13244,1
996,15327,0
997,16032,0
998,14547,0
999,15829,0
1000,10690,1
1001,16113,0
1002,11780,0
1003,16144,0
1004,16007,1
1005,14994,0
1006,15343,0
1007,15573,0
1008,16021,0
1009,16167,0
1010,16088,0
1011,16196,0
1012,16013,0
1013,15689,0
1014,12518,0
1015,13784,0
1016,16292,0
1017,15152,0
1018,13005,0
1019,15975,0
1020,16327,0
1021,13176,0
1022,15859,0
1023,16246,0
1024,16276,1
1025,15590,0
1026,13316,1
1027,16569,0
1028,16438,0
1029,12136,1
1030,16147,1
1031,16695,0
1032,16630,1
1033,16166,1
1034,16747,0
1035,14919,0
1036,16367,1
1037,16811,0
1038,16570,0
1039,16622,0
1040,16864,0
1041,16859,0
1042,16572,1
1043,16909,0
1044,16447,0
1045,16915,1
1046,16823,0
1047,15177,0
1048,15529,0
1049,16692,1
1050,16946,0
1051,12731,1
1052,16501,0
1053,15120,0
1054,10041,0
1055,16967,1
1056,16062,0
1057,16448,0
1058,16466,0
1059,17035,0
1060,16896,1
1061,17052,0
1062,16712,0
1063,16990,0
1064,15082,1
1065,17106,0
1066,13147,0
1067,15700,1
1068,15867,1
1069,15107,0
1070,15526,1
1071,17123,0
1072,17130,0
1073,12592,0
1074,14179,0
1075,17289,0
1076,17010,0
1077,17284,0
1078,15278,0
1079,13110,0
1080,17362,0
1081,17358,0
1082,16005,0
1083,17243,0
1084,16833,1
1085,17412,0
1086,17465,0
1087,16674,0
1088,15521,0
1089,17498,0
1090,17319,0
1091,16816,0
1092,13534,1
1093,17552,0
1094,17279,0
1095,17556,1
1096,17557,0
1097,17566,0
1098,17594,0
1099,16635,0
1100,11340,0
1101,16683,0
1102,17651,0
1103,17449,0
1104,17721,0
1105,16945,0
1106,17746,0
1107,17797,0
1108,17808,0
1109,17880,0
1110,15944,0
1111,16539,0
1112,17898,0
1113,17866,0
1114,16362,1
1115,17930,0
1116,17300,1
1117,7835,0
1118,17995,1
1119,17689,0
1120,17261,0
1121,18053,0
1122,18031,0
1123,18059,0
1124,18062,0
1125,17496,0
1126,18052,0
1127,17867,0
1128,17216,1
1129,17770,0
1130,18054,0
1131,17772,1
1132,14750,0
1133,17451,1
1134,15580,1
1135,6615,1
1136,18258,1
1137,18282,1
1138,16844,0
1139,18330,0
1140,17671,0
1141,16873,0
1142,17639,0
1143,17719,0
1144,18181,0
1145,18391,0
1146,17464,0
1147,18513,1
1148,18569,0
1149,18211,0
1150,18367,0
1151,18609,0
1152,18594,0
1153,18530,1
1154,18132,0
1155,15025,1
1156,17190,0
1157,17897,1
1158,18666,1
1159,18676,1
1160,18698,0
1161,13328,1
1162,15009,0
1163,18746,0
1164,18072,0
1165,17765,0
1166,18946,0
1167,18836,0
1168,18925,0
1169,19006,0
1170,17810,1
1171,19055,0
1172,19053,0
1173,19096,0
1174,19101,0
1175,19068,0
1176,18950,0
1177,19145,0
1178,16106,0
1179,19320,0
1180,19174,0
1181,18483,0
1182,16474,0
1183,19014,0
1184,16704,0
1185,18565,0
1186,18910,0
1187,17236,0
1188,19147,0
1189,19460,0
1190,19102,0
1191,17383,0
1192,19437,0
1193,16049,0
1194,19195,0
1195,19112,0
1196,17661,1
1197,19609,0
1198,18785,0
1199,15360,0
1200,19319,0
1201,19290,0
1202,19633,0
1203,16598,0
1204,19117,1
1205,19703,0
1206,16866,0
1207,18714,0
1208,19863,0
1209,19003,0
1210,19337,0
1211,19734,0
1212,17960,0
1213,19255,0
1214,20019,0
1215,20028,0
1216,17908,1
1217,20023,0
1218,13522,1
1219,19756,0
1220,20094,1
1221,20031,0
1222,19469,0
1223,16252,0
1224,19602,1
1225,20130,0
1226,20093,1
1227,19070,0
1228,18244,0
1229,18019,0
1230,19026,0
1231,18296,0
1232,20307,0
1233,18809,0
1234,20296,0
1235,20323,1
1236,20289,1
1237,20382,0
1238,20463,0
1239,20444,0
1240,20276,0
1241,18600,0
1242,20091,1
1243,20617,0
1244,18591,0
1245,20637,0
1246,20653,0
1247,20646,0
1248,20675,0
1249,20128,0
1250,20700,0
1251,17340,0
1252,20702,0
1253,20691,0
1254,20783,0
1255,19880,0
1256,20828,0
1257,17387,0
1258,20844,0
1259,20837,0
1260,20451,0
1261,20701,1
1262,19501,1
1263,20870,0
1264,13615,1
1265,20988,0
1266,20850,0
1267,20048,0
1268,21110,0
1269,20952,0
1270,21098,0
1271,21188,0
1272,20746,0
1273,21238,0
1274,21075,0
1275,21251,0
1276,21178,0
1277,21255,0
1278,17256,0
1279,21001,0
1280,17916,0
1281,21182,0
1282,20760,0
1283,20778,0
1284,19399,0
1285,20872,0
1286,20108,0
1287,18860,0
1288,19220,0
1289,20223,0
1290,21213,1
1291,21465,0
1292,21471,0
1293,20069,0
1294,18799,0
1295,21583,0
1296,21195,1
1297,21263,1
1298,20959,1
1299,21297,0
1300,15874,0
1301,20442,1
1302,17695,0
1303,21622,0
1304,17933,0
1305,21751,0
1306,21037,0
1307,20383,0
1308,21893,0
1309,21889,0
1310,21758,0
1311,21761,0
1312,21959,0
1313,19100,0
1314,19958,1
1315,21971,0
1316,22007,0
1317,22060,0
1318,21259,0
1319,21221,0
1320,20471,0
1321,21237,0
1322,20179,0
1323,21833,0
1324,22097,0
1325,20415,1
1326,21429,0
1327,19996,0
1328,22026,0
1329,21313,0
1330,22230,1
1331,19913,0
1332,21439,0
1333,22157,0
1334,22160,1
1335,20178,0
1336,22125,0
1337,21866,0
1338,22216,0
1339,22434,0
1340,22391,0
1341,22370,0
1342,22539,0
1343,19023,0
1344,22136,0
1345,22486,0
1346,22587,0
1347,22047,0
1348,21840,0
1349,22113,0
1350,16726,0
1351,21808,0
1352,22592,0
1353,22516,0
1354,18612,1
1355,22696,1
1356,22697,0
1357,22719,0
1358,22721,0
1359,20612,0
1360,22596,0
1361,13117,0
1362,13591,0
1363,22320,0
1364,22847,0
1365,22228,0
1366,22728,0
1367,22772,0
1368,22934,0
1369,22713,1
1370,22903,1
1371,22999,0
1372,19896,1
1373,23015,0
1374,19454,0
1375,23018,0
1376,17724,0
1377,21117,0
1378,23062,0
1379,20861,0
1380,23032,0
1381,20416,0
1382,23173,0
1383,23175,0
1384,22394,0
1385,22812,0
1386,23170,0
1387,23211,0
1388,18164,0
1389,22075,1
1390,23169,0
1391,23090,0
1392,21365,0
1393,23267,0
1394,23241,0
1395,22911,0
1396,23367,0
1397,23197,0
1398,23286,0
1399,22290,0
1400,23153,0
1401,17878,1
1402,23392,0
1403,20584,0
1404,23445,0
1405,20279,0
1406,23034,1
1407,18178,0
1408,23167,0
1409,20802,0
1410,23283,1
1411,21895,0
1412,23344,0
1413,23227,0
1414,23604,0
1415,22780,0
1416,21234,0
1417,21212,0
1418,23298,0
1419,23634,0
1420,23002,0
1421,23839,0
1422,23774,0
1423,21703,0
1424,23631,0
1425,23681,0
1426,21476,0
1427,23871,0
1428,22016,0
1429,23932,0
1430,23795,0
1431,23958,0
1432,23552,0
1433,24120,0
1434,22666,0
1435,22862,0
1436,24203,0
1437,23815,0
1438,17720,0
1439,24231,0
1440,23030,0
1441,16482,0
1442,24282,0
1443,24274,0
1444,24296,0
1445,23193,0
1446,24321,0
1447,24320,0
1448,24315,0
1449,24303,0
1450,23630,0
1451,23529,1
1452,24343,0
1453,24224,1
1454,15824,0
1455,23476,0
1456,24364,0
1457,24229,0
1458,24561,0
1459,24085,1
1460,24770,0
1461,24738,0
1462,24726,0
1463,24916,0
1464,9850,1
1465,24540,1
1466,25110,0
1467,3577,0
1468,25349,0
1469,25450,0
1470,20973,0
1471,22536,0
1472,23996,0
1473,25875,0
1474,25971,1
1475,25564,1
1476,26049,0
1477,26043,0
1478,26056,0
1479,26142,0
1480,26168,0
1481,26196,0
1482,26246,0
1483,26269,0
1484,20954,0
1485,26289,0
1486,26174,0
1487,26213,0
1488,21626,0
1489,26144,0
1490,26154,0
1491,26659,0
1492,26522,0
1493,26730,0
1494,26738,0
1495,16988,0
1496,26475,0
1497,26675,0
1498,26824,0
1499,26165,0
1500,26724,1
1501,26511,0
1502,26889,0
1503,26852,0
1504,26925,0
1505,26725,0
1506,26723,0
1507,25877,0
1508,26895,0
1509,26989,0
1510,26970,0
1511,27083,0
1512,27107,0
1513,26896,0
1514,27097,0
1515,26361,0
1516,27098,0
1517,26113,0
1518,27085,0
1519,26261,0
1520,27204,0
1521,27198,0
1522,26677,0
1523,27348,0
1524,27033,0
1525,27275,0
1526,21780,1
1527,27460,0
1528,27334,0
1529,27072,0
1530,27143,0
1531,27337,0
1532,26683,0
1533,26902,0
1534,24666,0
1535,27518,0
1536,27375,0
1537,27512,0
1538,27553,0
1539,27557,0
1540,27559,0
1541,27570,0
1542,26492,1
1543,26805,0
1544,23553,0
1545,27603,0
1546,27073,0
1547,27641,0
1548,14439,1
1549,26696,1
1550,27701,0
1551,27689,0
1552,27728,0
1553,27421,1
1554,27369,0
1555,27066,0
1556,27463,1
1557,21053,1
1558,26794,0
1559,27605,0
1560,26209,0
1561,27886,0
1562,27707,0
1563,27925,0
1564,27595,0
1565,27860,0
1566,25434,0
1567,27948,0
1568,27992,0
1569,26857,1
1570,27961,0
1571,27565,0
1572,27929,0
1573,28149,0
1574,27908,0
1575,28088,0
1576,28195,0
1577,27800,1
1578,26821,1
1579,28324,0
1580,27678,0
1581,28224,0
1582,24380,0
1583,28188,0
1584,26081,0
1585,28177,0
1586,27265,0
1587,28513,0
1588,28044,1
1589,24501,0
1590,26399,0
1591,28500,0
1592,28454,0
1593,26068,1
1594,27543,1
1595,28168,0
1596,27469,0
1597,28746,0
1598,28824,1
1599,28732,0
1600,28360,0
1601,28180,0
1602,28285,0
1603,27651,0
1604,28515,0
1605,28960,0
1606,28445,0
1607,27276,0
1608,27679,1
1609,28563,0
1610,28615,1
1611,28883,0
1612,26464,0
1613,28817,0
1614,29008,0
1615,28920,0
1616,28989,0
1617,28940,0
1618,29105,0
1619,28230,0
1620,29153,1
1621,28269,0
1622,29018,0
1623,28970,0
1624,26176,0
1625,28992,0
1626,28802,0
1627,29228,0
1628,26891,0
1629,24966,1
1630,29257,0
1631,26210,0
1632,26024,0
1633,28528,0
1634,25417,0
1635,28880,0
1636,29176,1
1637,29395,0
1638,26695,0
1639,29441,0
1640,29403,0
1641,29326,1
1642,28639,0
1643,29483,0
1644,29494,0
1645,24550,1
1646,29138,0
1647,29582,0
1648,29577,0
1649,29607,0
1650,29447,1
1651,29463,0
1652,28119,0
1653,28548,0
1654,29522,0
1655,29087,0
1656,29617,0
1657,29505,0
1658,29672,0
1659,29636,0
1660,29675,0
1661,29163,0
1662,29078,1
1663,27408,0
1664,29362,0
1665,29879,1
1666,27109,0
1667,28753,1
1668,29733,0
1669,29625,0
1670,28916,0
1671,28966,0
1672,29924,0
1673,29983,0
1674,29976,0
1675,29995,0
1676,26461,0
1677,29989,0
1678,30018,0
1679,29330,0
1680,29584,0
1681,29554,1
1682,30047,0
1683,29571,0
1684,30072,0
1685,30142,0
1686,29661,0
1687,30107,1
1688,29082,1
1689,28384,0
1690,29040,1
1691,19338,0
1692,29227,0
1693,30186,0
1694,29180,0
1695,30059,0
1696,30264,0
1697,28832,0
1698,30049,0
1699,27885,0
1700,29344,0
1701,30262,0
1702,27811,0
1703,29346,0
1704,27208,0
1705,30372,0
1706,30355,0
1707,29264,0
1708,30266,0
1709,30154,1
1710,30277,0
1711,29431,0
1712,30324,0
1713,30456,0
1714,28857,1
1715,29663,0
1716,30184,1
1717,29752,0
1718,29340,0
1719,27315,0
1720,30670,0
1721,30700,0
1722,30693,0
1723,28622,0
1724,30448,0
1725,30749,1
1726,30783,0
1727,30791,0
1728,30796,0
1729,30754,0
1730,29697,0
1731,29975,0
1732,29793,0
1733,30275,0
1734,30611,0
1735,30188,1
1736,30882,0
1737,30833,0
1738,30639,0
1739,30618,0
1740,30108,0
1741,30704,0
1742,31072,0
1743,30721,0
1744,30257,0
1745,28474,0
1746,30712,0
1747,31030,0
1748,30111,1
1749,30433,0
1750,25995,0
1751,27272,0
1752,30229,0
1753,30038,0
1754,31224,0
1755,30356,0
1756,31180,0
1757,31189,0
1758,31185,0
1759,31088,0
1760,30082,1
1761,31274,0
1762,28470,0
1763,29247,0
1764,30606,0
1765,31219,0
1766,31413,0
1767,27341,0
1768,31308,0
1769,30034,0
1770,31255,0
1771,31474,0
1772,31204,0
1773,31515,0
1774,27175,0
1775,24198,1
1776,31384,0
1777,28913,0
1778,31566,0
1779,31105,1
1780,29183,0
1781,31688,0
1782,31689,0
1783,31628,0
1784,27875,0
1785,31724,0
1786,31671,0
1787,31746,0
1788,31153,0
1789,27932,0
1790,31822,1
1791,31847,0
1792,30416,0
1793,31662,0
1794,31945,0
1795,31951,0
1796,29913,0
1797,28613,1
1798,31855,0
1799,31281,0
1800,30269,0
1801,3417,0
1802,29889,0
1803,30426,0
1804,31052,1
1805,32108,0
1806,31653,0
1807,31997,0
1808,32190,0
1809,32194,0
1810,29175,1
1811,31438,0
1812,30587,0
1813,31906,0
1814,32174,0
1815,32136,0
1816,32242,0
1817,30691,0
1818,30624,0
1819,31218,0
1820,28659,0
1821,32116,0
1822,29922,1
1823,30308,0
1824,31904,0
1825,32386,0
1826,29334,0
1827,31350,1
1828,31407,1
1829,31859,0
1830,31010,0
1831,27189,0
1832,27733,0
1833,31186,0
1834,30280,0
1835,30130,0
1836,31907,1
1837,28343,1
1838,32555,0
1839,32311,0
1840,32560,0
1841,31320,0
1842,27922,0
1843,32701,0
1844,32304,1
1845,32592,0
1846,29030,0
1847,32713,1
1848,29263,0
1849,29199,0
1850,32150,1
1851,32010,1
1852,32616,0
1853,32813,0
1854,13923,0
1855,32621,1
1856,32819,0
1857,32759,0
1858,32160,0
1859,29107,0
1860,28765,0
1861,32608,0
1862,32097,1
1863,30503,0
1864,32547,0
1865,32069,1
1866,32515,0
1867,32266,0
1868,32714,0
1869,27100,1
1870,30955,0
1871,32299,0
1872,32930,0
1873,32597,0
1874,32945,0
1875,32940,1
1876,32574,1
1877,30364,0
1878,29833,0
1879,31786,0
