indexe,proj_id,coup_de_coeur
59294,2024044,0
59295,2029638,0
59296,1594853,0
59297,2028131,0
59298,2030224,0
59300,308850,0
59301,2003710,0
59302,1953143,0
59303,2028769,0
59304,2029991,0
59305,2030276,0
59306,2029917,0
59307,2012669,1
59309,1962590,0
59310,1904002,0
59311,2007654,0
59312,2030950,1
59313,1990935,0
59314,2020434,1
59315,2028708,0
59316,2016297,0
59317,2003298,0
59318,2012309,0
59319,2030662,0
59320,2026935,0
59321,2030471,0
59322,2030350,0
59323,2023588,0
59324,1994201,0
59325,1959891,0
59326,2030729,0
59327,1987984,0
59328,1955466,0
59329,2028284,0
59330,2031562,0
59331,2031720,0
59332,2028511,0
59333,1558609,0
59334,2000286,0
59335,2027386,0
59336,2026928,0
59337,2016257,0
59338,2030838,0
59339,2011097,0
59340,2002344,0
59341,2026668,0
59342,2031688,0
59343,1933966,0
59344,2028731,0
59345,2008284,0
59346,2026985,0
59347,2018873,0
59348,2023238,0
59349,2016036,0
59350,2029015,0
59351,2030971,0
59352,1996390,0
59353,2031957,0
59354,1950706,0
59355,2025025,0
59356,1885053,0
59357,1731326,0
59358,2000344,0
59359,1968045,0
59360,2032093,0
59361,1999484,0
59362,1990785,0
59363,2028942,0
59364,1767148,0
59365,2033141,0
59366,2026175,0
59367,2012684,1
59368,2001400,0
59369,2030426,0
59370,2012106,0
59372,1769382,0
59373,1235762,0
59374,2032136,0
59375,2024765,0
59376,2033608,0
59377,2027275,0
59378,2028855,0
59379,1714369,0
59380,2006643,0
59381,2033824,0
59382,2011306,0
59383,1571335,1
59384,2009432,1
59385,2026756,0
59386,2034609,0
59387,1944633,1
59388,2011018,0
59390,1983135,0
59391,2028019,1
59392,2018650,0
59393,1990408,1
59394,2031918,0
59395,1565441,0
59396,2027757,0
59397,2035041,0
59398,2033062,0
59399,1956761,0
59400,2032636,0
59401,2035183,0
59402,1913960,0
59403,2002718,1
59404,2030142,0
59405,2005779,0
59406,2031184,0
59407,2035523,0
59408,2035592,0
59409,1716624,0
59410,2004751,1
59411,2019673,0
59412,2024505,0
59413,2028775,0
59414,2026800,1
59415,2035287,0
59416,1992701,0
59417,841072,0
59418,2021487,0
59419,1997272,0
59420,2015690,0
59421,2025493,0
59422,1976796,1
59423,2034199,0
59424,1990894,0
59425,2025006,0
59426,2019388,0
59427,1966729,0
59428,2034081,0
59429,1914936,0
59431,2024391,0
59432,2032611,0
59433,1870853,0
59434,2035561,0
59435,2034878,0
59436,1874531,0
59437,1931730,1
59438,2025372,0
59439,2030129,0
59440,2030622,0
59441,2011644,0
59442,2026765,0
59443,2027279,0
59444,2006181,0
59445,2036224,0
59446,2014137,1
59447,2022384,0
59448,2028344,0
59449,1548129,0
59450,1993578,0
59451,2034085,0
59452,363268,0
59453,2025812,0
59454,2032948,0
59455,2033076,0
59456,2020648,0
59457,2030840,0
59458,2035087,0
59459,1888068,0
59460,2032355,0
59461,1969701,0
59462,2012039,0
59463,2034156,0
59464,2034678,0
59465,2034266,0
59466,2013283,1
59467,2027631,0
59468,752469,0
59469,2032594,0
59470,2031114,0
59471,2032897,0
59472,2036820,0
59473,2033405,0
59474,2033037,0
59475,2033778,0
59476,1900868,0
59477,1953240,0
59478,1998735,0
59479,2030745,0
59481,2030140,0
59482,1801786,0
59483,2025197,0
59484,2033017,0
59485,2033326,0
59486,2020960,0
59487,2025202,0
59488,2028383,0
59489,2028945,0
59490,2036671,0
59491,2033209,0
59492,2033615,0
59493,2033081,0
59494,2036095,0
59495,2010188,0
59496,2037260,0
59497,2000402,0
59498,2033801,1
59499,2034054,0
59500,2031934,0
59501,2028319,0
59502,2033743,0
59503,1945355,0
59504,2035345,0
59505,2018455,0
59506,2032616,0
59507,2027586,0
59508,2032537,0
59509,2037229,0
59510,2032646,0
59511,2025179,0
59512,2032029,0
59513,693256,0
59514,2034036,0
59515,2037526,0
59516,1931041,0
59517,1753965,0
59518,2010011,0
59519,2027622,0
59520,2036433,0
59521,1896324,0
59522,1947954,0
59523,1932571,0
59524,2023107,0
59525,1846304,0
59526,2032210,0
59527,2023831,0
59528,1607979,0
59529,2026001,1
59530,2017676,0
59532,2035596,0
59533,2023143,0
59534,1337132,0
59535,2017958,0
59536,2026987,0
59537,1922385,1
59538,2019309,0
59539,1994006,0
59540,2036563,0
59541,2038380,0
59542,2035677,0
59543,2022650,0
59544,2038494,0
59545,1948818,0
59546,1876794,0
59547,2037399,0
59548,1986708,0
59549,2029067,0
59550,1086428,0
59551,2030217,0
59552,2030798,0
59553,125573,0
59554,1874976,0
59555,2004309,0
59556,2008309,0
59557,2037549,0
59558,2032157,0
59559,2038617,0
59560,1977640,0
59561,2036711,0
59562,2011519,1
59564,1948697,0
59565,2035546,0
59566,2034442,0
59567,2032708,0
59568,1564292,0
59569,2038123,0
59570,1617127,0
59571,2033265,0
59572,2032728,0
59573,2031908,0
59574,2036417,0
59575,2037480,0
59576,1999464,0
59577,2025224,0
59578,2026221,1
59579,2030902,0
59580,1997636,0
59581,2036510,0
59582,1990779,0
59583,2038901,0
59584,2036123,0
59585,2018040,0
59586,2016187,0
59587,1898648,0
59588,2036134,0
59589,2036663,0
59590,2008131,0
59591,2039950,0
59592,2003569,0
59593,1502415,0
59594,1895528,0
59595,2036612,0
59596,2036752,0
59597,1981849,1
59598,2019569,0
59599,2033720,1
59600,1984422,0
59601,1800166,0
59602,2035414,0
59603,2028778,0
59604,1951293,1
59605,2004337,0
59606,2014957,0
59607,2020808,0
59608,2028466,0
59609,2033262,0
59610,2038667,0
59611,2036626,1
59612,2017939,0
59613,2013243,0
59615,2015310,0
59616,2040030,0
59617,2026742,0
59618,2039470,0
59619,2024810,0
59620,2038852,0
59621,2035120,0
59622,2038672,0
59623,2038154,0
59624,1844983,0
59625,2017875,0
59626,2028510,0
59627,2033211,0
59628,1960641,0
59629,2039979,0
59630,246092,0
59631,2026003,0
59632,2040748,0
59633,2035355,0
59634,2000709,0
59636,2038441,0
59637,2003692,0
59638,2040882,0
59639,2039036,0
59640,2035198,0
59641,1992722,0
59642,1218597,0
59643,2028117,0
59644,2037023,0
59645,2032189,0
59646,2033865,0
59647,2032944,0
59648,2041704,0
59649,2034071,0
59650,2004236,0
59651,2036201,0
59652,2030709,0
59653,2008126,0
59654,2041946,0
59655,2018326,0
59656,2004198,0
59657,2037859,0
59658,2028018,0
59659,2015095,0
59660,2025219,0
59661,1877596,0
59662,2017890,0
59663,2033534,0
59664,2041160,0
59665,1950331,1
59666,1967725,0
59667,2038695,0
59668,1989620,0
59669,2040345,0
59670,2036801,0
59671,1998720,0
59672,2035216,0
59673,1949640,0
59674,2039048,0
59676,2017371,0
59677,680458,0
59678,2042322,0
59680,2038252,0
59681,1955416,0
59682,2041557,0
59683,1969607,0
59684,1857137,0
59686,2032525,0
59687,2035377,0
59689,1812248,0
59690,2037780,0
59691,2038979,0
59692,1936550,0
59693,1995757,0
59694,2037344,0
59695,1996648,0
59696,2036443,0
59697,1828296,0
59699,2020952,0
59700,2024355,0
59701,1810125,0
59702,2039316,0
59703,2040615,0
59704,1997022,0
59705,2018472,0
59706,2014575,0
59707,2035955,0
59708,2041230,0
59709,2037910,0
59710,2041556,0
59711,2041327,0
59712,2040129,0
59713,1941958,0
59714,2030031,0
59715,2037873,0
59716,2042423,0
59717,1084169,0
59718,2007387,0
59719,2043345,0
59720,1995802,1
59721,1955156,0
59722,2032381,0
59723,1114501,0
59724,2030393,0
59725,2040078,0
59726,2041957,0
59727,2014702,0
59728,2039555,0
59729,2041483,0
59730,2043403,0
59731,1987660,0
59732,1998384,0
59733,1203925,1
59734,2030104,0
59735,2037788,0
59736,2043025,0
59737,2016473,0
59738,2043266,0
59739,1984463,0
59740,2036620,0
59741,2043087,0
59742,2043320,0
59743,2042043,0
59744,1775239,0
59745,1989017,0
59746,1843777,0
59747,2042517,0
59748,2043226,0
59749,1942072,0
59750,1940832,1
59751,2016639,0
59752,2042431,0
59753,2043747,0
59754,2024179,0
59755,2043414,0
59756,2010873,0
59757,2031761,0
59758,1873977,1
59759,2026196,0
59760,2026992,0
59761,2039298,0
59762,2041827,0
59763,2011965,0
59764,1925374,0
59765,2040909,0
59766,2041303,0
59768,2044267,0
59769,2038601,0
59770,2039505,0
59771,1670881,0
59772,2040988,0
59773,2042585,0
59774,2044365,0
59775,2039350,0
59776,2044045,0
59777,2024582,0
59778,2038086,0
59779,1977821,1
59780,2038963,0
59781,2032894,1
59782,2015293,0
59783,2042997,0
59784,1956832,0
59785,2008811,0
59786,1349667,0
59787,2044018,0
59788,59513,1
59789,2039511,0
59790,1977221,0
59791,298263,1
59792,2043449,0
59793,2041570,0
59794,2039454,0
59795,2033669,0
59796,1940878,0
59797,2037772,0
59798,2038742,0
59799,2001074,0
59800,1921508,1
59801,811852,0
59802,2044775,0
59803,1981140,1
59805,2037615,0
59806,2025262,0
59807,658920,0
59808,2008777,1
59809,399956,0
59810,2040348,0
59811,2033143,0
59812,2045133,0
59813,1982012,0
59814,1893658,0
59815,1910825,1
59816,2035306,0
59817,2041932,0
59818,1878026,0
59819,2037708,0
59820,2040309,0
59821,2043802,0
59822,2038455,0
59823,1670694,0
59824,2042294,0
59825,1195896,1
59826,1948061,0
59827,2037357,0
59828,2011113,0
59829,1976036,0
59830,2045161,0
59831,2045403,0
59832,1969098,0
59833,2044818,0
59834,2037515,0
59835,2043598,0
59836,1827096,0
59837,2039700,0
59838,2045483,0
59839,2037437,0
59840,2020775,0
59842,2037898,0
59843,2038801,0
59844,924648,0
59845,2032843,0
59846,2045608,0
59847,2045609,0
59848,2009112,0
59849,2012572,0
59850,2008291,0
59851,2020464,0
59852,1980765,1
59854,2040571,0
59855,2045836,0
59857,2004085,0
59858,2030541,0
59859,2034937,0
59860,2045895,0
59861,2043329,1
59862,1627948,0
59863,2025525,0
59864,2045963,0
59865,1998562,0
59866,1923285,0
59867,2017401,0
59868,2044767,0
59869,2046007,0
59870,1996587,0
59871,2030721,0
59872,2039225,1
59874,2008021,0
59875,1867653,0
59876,1991305,0
59877,2015443,0
59878,2046627,0
59879,2029121,0
59880,2008613,0
59882,2046698,0
59883,2027556,0
59884,2026574,0
59885,1764877,0
59886,1945950,0
59887,2010832,0
59888,2046162,0
59889,2029603,0
59890,2045867,0
59891,2046941,0
59892,2026643,0
59893,1643660,0
59894,2033276,0
59895,1918852,0
59896,1397895,0
59897,1854213,0
59898,2039572,0
59899,2034103,0
59900,2037308,0
59901,2044975,0
59902,1079531,0
59903,2037709,0
59904,2044321,0
59905,2042594,0
59906,1970815,0
59907,1979406,0
59908,2047199,0
59909,2040810,0
59911,2016710,0
59913,2035892,0
59914,2040243,0
59915,1950861,0
59917,2033816,0
59918,1903925,0
59919,2017400,0
59920,2047709,0
59921,1987654,0
59923,2047544,0
59924,1853052,1
59925,2044873,0
59926,1687613,0
59927,2047419,0
59928,1955418,0
59929,2007846,1
59930,849470,0
59931,2039220,0
59932,1958179,1
59933,1989033,0
59934,1946236,0
59935,2047976,0
59936,2029366,0
59937,1023311,0
59938,1990963,1
59939,1967813,0
59940,2004684,0
59941,2041919,0
59942,2005642,0
59943,2048089,0
59944,2044787,0
59945,1923839,0
59946,2036727,0
59947,2042358,0
59948,1937203,0
59949,2036597,0
59950,2045733,0
59951,1728779,0
59952,2048284,0
59953,2047075,0
59954,1999694,0
59955,2045291,0
59956,2006892,0
59957,1942630,1
59958,1829724,1
59959,1984690,0
59960,2043970,0
59961,2043135,0
59962,2029004,0
59963,1977563,0
59964,2021662,0
59965,2046760,0
59966,1813348,0
59967,1870746,1
59968,2045554,0
59970,2046055,0
59971,2042185,1
59973,2004093,0
59975,2031362,0
59976,2038698,0
59977,1953633,0
59978,1934905,1
59979,2045746,0
59980,2031728,0
59982,2002367,0
59983,2038750,0
59984,2013006,0
59985,2038762,0
59986,80026,0
59987,2043564,0
59988,2039291,1
59989,2045709,0
59990,2047780,0
59991,1999713,0
59992,2040668,0
59993,2047631,0
59994,1924478,0
59995,2046959,0
59996,2028621,0
59997,2044719,0
59998,1808509,1
59999,2034110,0
60000,2042083,0
60001,1222243,0
60002,2045727,0
60003,2020012,0
60004,2046629,0
60005,2039796,0
60006,2041026,0
60007,2044640,0
60008,2035682,0
60009,1953572,0
60010,2022618,0
60011,2036572,0
60012,2048717,0
60013,2024796,0
60014,2042692,0
60015,2028439,0
60016,2023955,0
60017,1854743,0
60018,2031162,1
60019,2028367,0
60021,1950022,1
60022,2035674,0
60023,2028754,0
60024,1821496,0
60026,1983995,1
60027,2039550,0
60028,1606913,0
60029,2023007,0
60030,2044468,0
60031,1686397,0
60032,1965560,1
60033,2041460,0
60034,2043357,0
60035,1994107,0
60036,2047545,0
60037,2047498,0
60038,2037186,0
60039,2044550,0
60040,2044705,0
60041,2049376,0
60042,2047830,0
60043,2049334,0
60044,1887073,0
60045,1998797,1
60046,2034819,0
60047,2038905,0
60048,2048820,0
60049,2043378,0
60050,1969386,0
60051,2029736,1
60052,2046284,0
60053,2035870,0
60054,2032539,0
60055,2038772,0
60057,2013890,0
60058,2043630,0
60059,2040325,0
60060,1873821,0
60061,2041789,0
60062,2041913,0
60063,1774712,0
60064,2019359,0
60065,1972459,0
60067,1994963,0
60068,2049521,0
60069,2043243,0
60070,2049127,0
60071,2046873,0
60072,2039596,0
60073,2045708,0
60074,2018522,0
60076,1981920,1
60077,2050107,0
60078,2046440,0
60079,1929303,0
60080,2001172,0
60081,1958403,0
60082,1801365,0
60083,2034860,0
60084,2039302,0
60085,1835329,0
60086,2042365,0
60087,2004363,0
60089,2004107,0
60090,1875343,0
60091,2017840,0
60093,1702594,1
60094,2018321,0
60095,1896534,0
60096,2043094,0
60098,2028950,0
60099,142999,0
60100,1914511,0
60101,2002024,0
60102,2038927,0
60103,2037307,1
60104,2003989,0
60105,2044706,0
60106,2030780,0
60107,1911864,1
60108,1906730,0
60109,2037405,0
60110,2032152,0
60111,2002527,0
60112,2050364,0
60113,2032188,1
60114,2045107,0
60115,2032021,0
60116,2050630,0
60117,2036928,0
60118,2018172,0
60120,2049657,0
60121,1912477,0
60122,2046771,0
60123,2043308,0
60124,2043738,0
60126,2040753,0
60127,2047242,0
60128,2045522,0
60129,1976451,0
60130,2048898,0
60131,2038843,0
60132,2050863,0
60133,1866657,0
60134,2039656,0
60135,1811573,0
60136,1967670,0
60137,1978625,0
60138,2035409,0
60139,2000636,0
60140,2048345,0
60141,2051163,0
60142,2030109,0
60143,2018896,0
60144,2045915,0
60145,2043344,0
60146,2050697,0
60147,2050249,0
60148,2031872,1
60149,2044524,0
60150,2048403,0
60151,2008194,0
60152,2008514,0
60154,2047157,0
60155,2039482,0
60156,2051489,0
60158,1834381,0
60159,2051465,0
60160,2023288,0
60161,1597200,0
60162,1961776,0
60163,171868,0
60164,2045174,0
60165,1732434,0
60166,2051450,1
60167,2009956,0
60168,2051616,0
60169,2048456,0
60170,2030161,1
60171,2040378,0
60172,2051938,0
60173,2051853,0
60174,2043337,0
60175,2051837,0
60176,2048695,0
60177,2039929,0
60178,2042723,0
60179,2038781,0
60180,2018709,0
60181,2052019,0
60182,2028303,0
60183,1791481,0
60184,2035522,1
60185,2021517,0
60186,2048749,0
60187,1706126,0
60188,1939368,0
60189,2044260,0
60190,2002513,1
60191,2052148,0
60192,1940515,0
60193,2040725,0
60194,2038568,0
60195,2012709,0
60196,1988411,0
60197,2042478,0
60198,2040667,0
60199,1924085,0
60201,2036491,0
60202,2048838,0
60203,2035172,0
60205,1947048,0
60206,1922450,0
60207,2052136,0
60208,1770903,1
60210,2048789,0
60211,2047274,0
60212,2011255,0
60213,2048705,0
60214,1643394,0
60215,1864785,0
60216,2048521,0
60217,2052188,0
60218,1913224,0
60219,2038544,0
60220,2046914,0
60221,1924215,1
60222,2048611,0
60223,2050413,0
60224,2037075,0
60226,2040484,0
60227,2049276,0
60228,2046846,0
60229,1827208,1
60230,1954771,0
60231,2052326,0
60232,2037508,0
60233,2049398,0
60234,2044372,0
60235,2006447,0
60236,2048414,0
60237,2050559,0
60238,1966629,0
60239,2040260,0
60240,2016850,0
60241,2050014,0
60242,1850574,0
60243,1850887,0
60244,2052812,0
60245,2040578,0
60246,2052722,0
60247,1983168,0
60248,1957730,0
60249,2023122,0
60250,2033593,0
60251,2044996,0
60252,2051198,0
60253,2028902,0
60254,2039443,0
60255,864233,0
60256,2004892,0
60257,2052904,0
60258,2021288,1
60259,951809,1
60260,2052896,0
60261,1726669,0
60262,2047746,0
60263,1921678,0
60264,2053067,0
60265,2008427,1
60266,1964573,0
60268,2053212,0
60269,1960533,0
60270,2053186,0
60271,2053230,0
60272,2020332,0
60273,2049733,0
60274,2053221,0
60275,1803616,0
60276,2041036,0
60277,2043084,0
60278,2004210,0
60279,1968596,0
60280,2049715,0
60281,1999249,1
60283,2034237,1
60284,2040778,0
60285,2048551,0
60286,1622277,0
60287,2038828,0
60288,2038417,0
60289,2023805,0
60290,2052647,0
60291,2009440,0
60292,2048954,0
60293,2049244,0
60294,2036833,0
60295,2050736,0
60296,2028035,0
60297,2051381,0
60298,864524,0
60299,2050262,0
60300,2035122,0
60301,2052315,0
60302,2048280,0
60303,2051559,0
60304,2051506,0
60305,2043914,0
60306,1917308,0
60307,2045325,0
60308,2051705,0
60309,2054099,0
60311,1848429,0
60313,2050312,0
60314,2052595,0
60315,2051048,0
60316,2052261,0
60317,2048661,0
60319,1870109,1
60320,2044146,0
60321,2053964,0
60322,1991598,0
60323,1986128,0
60324,1862201,0
60325,1991632,0
60326,2054300,0
60327,2040367,0
60328,2008384,0
60329,2051551,0
60330,2019238,0
60331,2045503,0
60332,2051442,0
60333,2050568,0
60335,2040188,0
60336,2005222,0
60337,2040597,0
60338,2052240,0
60339,2051240,0
60340,1950873,0
60341,2041626,0
60342,2052841,0
60343,2034608,0
60344,1949301,0
60345,2037809,0
60346,2047779,0
60347,2051756,0
60348,2050387,0
60350,2054339,0
60351,2054008,0
60353,2028422,0
60354,2036627,0
60355,2052672,0
60356,2047306,0
60357,2051838,0
60358,2053090,0
60359,2055120,0
60360,1105511,0
60361,2036789,0
60362,2053999,0
60363,1971917,0
60364,2044796,0
60365,1566716,0
60366,2044954,0
60367,2048310,0
60368,2055264,0
60369,1141108,0
60370,2053764,0
60371,1993006,0
60372,2019363,0
60373,2055081,0
60374,2042371,0
60375,2028027,0
60376,2055446,0
60377,2043906,0
60379,569785,0
60380,2029715,0
60381,2055465,0
60382,333086,0
60383,2054963,0
60384,2052349,0
60385,1987256,0
60386,1974967,0
60387,2026485,0
60388,1961414,0
60389,2055749,0
60390,2055761,0
60391,2037793,0
60392,2049953,0
60393,2037565,0
60394,2055297,0
60395,2011181,0
60396,1843482,1
60397,2053203,0
60398,1989861,0
60399,2054521,0
60400,2041298,0
60401,2003264,0
60402,2053338,0
60403,1050684,0
60404,2055955,0
60405,2055901,0
60406,2052440,0
60407,2053939,0
60408,1887708,1
60409,1893646,0
60410,2055964,0
60411,2056055,0
60413,2004898,0
60414,877276,0
60415,2053912,0
60416,1978046,0
60417,2052085,1
60418,2049314,0
60419,2050420,0
60420,1849359,0
60422,2054214,1
60423,2027857,0
60424,2016866,0
60425,2054563,0
60426,2045841,1
60427,2048587,0
60428,2032378,0
60429,1977529,0
60430,1877691,0
60431,2054771,0
60432,2056189,0
60433,2046719,0
60434,1668706,0
60435,2003634,0
60436,2054594,0
60437,2050268,1
60438,2056049,0
60439,2049345,0
60440,2054385,0
60441,2043088,0
60442,2056010,0
60443,1175997,0
60444,2054854,0
60445,1015328,0
60446,2048410,0
60448,2021336,0
60449,2027922,0
60450,2056337,0
60451,2048926,0
60452,1388009,0
60453,2039195,0
60454,2037961,0
60455,1054793,0
60456,1408369,0
60457,2054510,0
60458,2054677,0
60459,2049409,0
60460,2054937,0
60461,2046258,0
60462,2050355,0
60463,2051346,0
60464,1955967,0
60465,2039012,0
60466,2047727,0
60467,2047424,0
60468,2049763,0
60469,2045425,0
60470,2056740,0
60471,2049210,0
60472,2056970,0
60473,2029090,0
60474,1715335,1
60475,1955438,0
60476,2056982,0
60477,2055006,0
60478,2056872,0
60479,2045977,0
60480,1779362,0
60481,2057232,0
60482,2046135,0
60483,2054894,0
60484,2055501,0
60485,2006850,0
60486,2010524,0
60487,2057435,0
60488,2005550,0
60489,2057540,0
60490,2024507,0
60491,1733881,0
60492,1207475,0
60493,2057422,0
60494,2057604,0
60495,2057428,0
60496,1928841,0
60497,2057697,0
60498,2021411,0
60499,2051369,0
60500,1963869,0
60501,2034201,0
60503,2057793,0
60504,1996424,0
60505,2056750,0
60506,2021339,0
60507,1999311,0
60508,2057911,0
60509,2057962,0
60510,2057984,0
60511,2058078,0
60512,2058094,0
60513,2055031,0
60514,2024608,1
60515,1539499,0
60516,2035927,0
60517,2029177,0
60518,1926567,0
60519,2050324,0
60521,1758673,0
60522,2040506,1
60524,1064685,1
60526,2036787,0
60527,1504579,0
60528,2035631,0
60530,2030190,0
60531,2006200,0
60532,2051078,0
60533,2049328,0
60534,2038260,0
60535,2029739,0
60536,1988444,0
60537,2043875,1
60538,2059093,0
60539,2059111,0
60540,2059063,0
60541,2059162,0
60542,1998451,0
60543,2055456,0
60544,2053998,0
60545,2055165,0
60547,1945117,0
60548,2052620,0
60549,2013363,0
60550,2059277,0
60551,1845963,0
60552,2045854,0
60553,2018532,1
60554,2059736,0
60555,2030569,0
60556,2013732,0
60557,2036881,0
60558,1993633,0
60559,664664,1
60560,2053647,0
60561,2054540,0
60562,2027813,0
60563,1868264,0
60564,2045884,1
60565,2052266,0
60566,2037503,0
60567,2046950,0
60568,1974288,0
60569,2046566,0
60570,1845192,0
60571,1979141,1
60572,2036828,0
60573,2042775,0
60574,2050225,0
60576,2057528,0
60577,2058771,0
60578,2057514,0
60579,2054688,0
60580,2058272,0
60581,2047741,0
60582,2037153,0
60583,2056783,0
60585,2058710,0
60586,2033022,0
60587,2057946,0
60588,1990715,0
60589,2042712,0
60590,2050381,0
60592,2056262,0
60593,2060461,0
60594,2056108,0
60595,2059388,0
60597,2050523,0
60598,2047645,0
60599,1572831,0
60600,2059508,0
60601,2057033,0
60602,2049585,0
60603,2047693,0
60604,2024845,0
60605,2054328,0
60606,1701350,0
60607,2055665,0
60608,2030464,0
60609,2057805,0
60610,2052539,0
60611,2054138,0
60612,1990427,0
60613,2010572,0
60614,2057768,0
60615,1987400,0
60616,2037339,0
60617,2056309,0
60618,1999903,0
60619,2057910,0
60620,2004299,0
60621,2055563,0
60622,1996556,0
60623,2057534,0
60624,2038898,0
60625,2060912,0
60626,2055315,0
60627,2058796,0
60628,1886671,0
60629,2058104,0
60630,1925594,0
60631,2054471,0
60633,2040359,0
60634,2059423,0
60635,2059766,0
60636,2054999,1
60637,1921550,0
60638,2060075,0
60639,2044748,0
60640,2059020,0
60641,2055204,0
60642,2047014,0
60643,2051836,0
60644,2056928,0
60645,2060974,0
60647,2030920,1
60649,2055570,0
60650,2010327,0
60651,2057630,0
60652,2058371,0
60653,2041359,0
60654,2048536,0
60655,1926714,1
60657,2009750,0
60658,1980012,0
60659,2061364,0
60660,2060066,0
60661,2055175,0
60662,2059714,0
60663,2047079,0
60664,2001426,0
60665,2006730,0
60666,1959715,0
60667,2059533,0
60668,2024999,0
60670,2059201,0
60671,1999024,0
60672,1853092,0
60673,2036817,0
60674,2061631,0
60675,2061873,0
60676,2050052,0
60677,808355,0
60678,1840558,0
60679,2057180,0
60680,2006378,0
60681,2057272,0
60682,1254061,0
60683,2060255,0
60684,1650556,1
60685,2058206,0
60686,2062050,0
60687,2036277,0
60688,2059271,0
60689,2024823,0
60690,2055071,1
60691,2054154,0
60692,2057833,0
60693,1996991,0
60695,1756835,0
60696,2060259,0
60697,2061792,0
60698,1906875,1
60699,1913323,1
60700,2056608,0
60701,2031678,0
60702,2060315,0
60703,1941544,0
60704,2061204,0
60705,1777543,0
60706,2061750,0
60707,2048930,0
60708,2056178,0
60709,2052425,0
60710,1927407,0
60711,2012542,1
60712,2058151,0
60713,2052744,0
60714,2027895,1
60715,2003090,0
60716,1930506,0
60717,1996252,0
60718,1985175,0
60719,2056983,0
60720,2046160,0
60721,2014503,0
60722,1992022,1
60723,2057708,0
60724,2054372,0
60726,2060707,0
60727,1531694,0
60728,2051414,0
60729,2060891,0
60730,2061833,0
60731,2040255,0
60733,2001676,1
60735,2062835,0
60736,1994584,0
60737,2034337,0
60738,2053951,1
60739,2060090,0
60740,2017673,0
60741,623195,0
60742,2017394,0
60743,2042928,0
60744,2045478,0
60745,1449624,0
60746,2056221,0
60747,2058919,0
60748,2061407,0
60749,2060567,0
60750,2048212,0
60751,2062919,0
60752,2058827,0
60753,1624136,0
60754,2062293,0
60755,2051334,0
60756,2061169,0
60757,2054853,0
60758,1925426,0
60759,2062821,0
60760,2055236,0
60761,2047092,0
60762,2054435,0
60764,2036494,0
60765,2038922,0
60766,2063175,0
60768,2058183,0
60769,2057329,0
60770,2062092,0
60771,1063007,0
60772,2063443,0
60773,2060920,0
60774,2013568,0
60775,1945359,0
60776,2056875,0
60777,2013118,0
60778,2009557,1
60779,2027307,1
60781,1984678,1
60782,2037784,0
60783,1999768,0
60784,2052179,1
60785,2061832,0
60786,2058441,0
60787,1732413,1
60789,2007974,0
60790,1914445,0
60791,2043554,0
60792,1944282,1
60793,2053364,0
60794,2062087,0
60795,2061994,0
60796,2063696,0
60797,2043669,0
60798,2044107,0
60799,2055815,0
60800,1941559,0
60801,2063115,0
60802,2048549,0
60803,1326576,0
60804,2064252,0
60805,2047519,1
60806,2061442,0
60807,2061958,0
60808,2025093,1
60809,2029732,0
60810,2040673,0
60811,2047427,0
60812,2051814,0
60813,2055807,0
60814,2048932,0
60815,1950009,0
60816,2064655,0
60817,2064314,0
60818,2044211,0
60819,2063089,0
60820,2063194,0
60821,2064570,0
60823,2060984,0
60824,905157,1
60825,2059204,0
60826,2064870,0
60827,1994776,0
60828,2064686,0
60829,2006747,0
60830,2062845,0
60831,2062872,0
60832,2035027,0
60833,743743,1
60834,2056701,0
60835,2065075,0
60836,2062552,0
60837,2061468,0
60838,2046206,1
60839,2061289,0
60840,2031088,0
60841,2063582,0
60842,1979813,0
60843,1982587,0
60844,2056207,0
60845,2063146,0
60846,929374,0
60847,1745565,1
60848,2065274,0
60849,2065326,0
60850,1785587,0
60851,2036227,0
60852,2053224,0
60853,2058369,0
60854,2062997,0
60855,1927603,0
60856,2059963,0
60857,2055555,0
60858,2064226,0
60859,2065711,0
60860,1925931,0
60861,2040257,0
60862,2038011,0
60863,2050076,0
60864,2064694,0
60865,2065906,0
60866,2054236,0
60867,2055770,0
60868,1981777,0
60869,2009437,0
60870,2009721,0
60871,2064447,0
60872,2064956,0
60873,2066129,0
60874,2020135,0
60875,2000515,0
60876,2029697,0
60877,2062720,0
60878,2066090,0
60879,1939455,0
60880,2066355,0
60881,2028447,0
60882,2035249,0
60883,2064412,0
60884,2064515,0
60885,2050383,0
60887,1645840,0
60888,2040103,0
60890,2033572,0
60891,2025448,0
60892,2026973,0
60893,2066586,0
60894,2064050,0
60895,2066562,0
60896,2056096,0
60897,2065205,0
60898,2066505,0
60899,2054971,0
60900,2045389,0
60901,2044942,0
60902,2061572,0
60903,2059597,0
60904,2012420,0
60905,2060228,1
60906,2062853,0
60907,2061654,0
60908,768291,0
60909,2063073,0
60910,2063356,0
60911,1835276,0
60912,2066500,0
60913,2044725,0
60914,2065263,0
60915,2065728,0
60916,1977892,0
60918,1894195,0
60920,2065079,0
60921,2054122,0
60922,2066636,0
60923,2054662,0
60924,2061715,0
60925,1998302,0
60926,1992791,0
60927,2006219,0
60928,1997584,0
60929,2064356,0
60930,2056835,0
60931,2029205,0
60932,2052739,0
60933,2045498,1
60934,2017275,0
60935,2060500,0
60936,2045167,0
